Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_SmokeTest_E2E_LeedOnline,Chrome 72.0.3626.119,,2019-03-05 17:16:08,2019-03-05 17:17:40,1m - 32.469s,PASSED
,,,,,,
Test Cases/SmokeTest/TC_Campus_Registration,Chrome 72.0.3626.119,,2019-03-05 17:16:08,2019-03-05 17:17:39,1m - 31.521s,PASSED
runWithCucumberRunner(testRunner.CampusRegistrationRunner),Chrome 72.0.3626.119,,2019-03-05 17:16:08,2019-03-05 17:17:39,1m - 31.066s,PASSED
