Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_SmokeTest_E2E_LeedOnline,Chrome 72.0.3626.119,,2019-03-04 14:36:18,2019-03-04 14:37:35,1m - 16.835s,PASSED
,,,,,,
Test Cases/SmokeTest/TC_Campus_Registration,Chrome 72.0.3626.119,,2019-03-04 14:36:18,2019-03-04 14:37:34,1m - 15.626s,PASSED
runWithCucumberRunner(testRunner.CampusRegistrationRunner),Chrome 72.0.3626.119,,2019-03-04 14:36:19,2019-03-04 14:37:34,1m - 15.175s,PASSED
