Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_SmokeTest_E2E_LeedOnline,Chrome 72.0.3626.119,,2019-03-06 11:24:31,2019-03-06 11:25:54,1m - 23.620s,PASSED
,,,,,,
Test Cases/SmokeTest/TC_Campus_Registration,Chrome 72.0.3626.119,,2019-03-06 11:24:31,2019-03-06 11:25:54,1m - 22.326s,PASSED
runWithCucumberRunner(testRunner.CampusRegistrationRunner),Chrome 72.0.3626.119,,2019-03-06 11:24:32,2019-03-06 11:25:54,1m - 21.732s,PASSED
